,label,text,tense,direction,over-polarity
3789,disgust,Finding that a girlfriend of mine was a prostitute and had been seeing many others during our relationship.,xxpre xxpas xxfut,xxoth,xxneg
3790,fear,During a football game I made an offence towards an acquaintance. Later on this acquaintance also tackeled me and the game became very rude.,xxfut xxpas,xxsel,xxneg
3791,fear,"""While he was drunk, my life partner tried to hit me.  I felt scared and fled to the bathroom.""",xxfut xxpas,xxsel,xxneg
3792,fear,When I go out alone at night.,xxfut xxpas,xxsel,xxneg
3793,guilt,"""One day my mother forced me to eat more and I refused, the next day she served me more rice and mutton pieces than usual.  When I saw this I got very angry and scolded her, and refused to eat.  Later I felt guilty and asked her to excuse me.""",xxpre xxpas xxfut,xxoth,xxneg
3794,joy,When I attended my cousin's 31st birthday.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3795,joy,Got through first semester University.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3796,fear,My 80 year old grandfather underwent three successive operations during a single year.  The third operation was risky and I was scared that he would die and feared that my grandmother would be very sad.,xxfut xxpas,xxsel,xxneg
3797,guilt,"""With a group of handicapped people we went to a party. When we wanted to leave we were not able to find one of these people. I had told his mother that we would leave at 4.30 p.m., actually it was planned for 3.30 p.m. Therefore there was a delay.""",xxpre xxpas xxfut,xxoth,xxneg
3798,guilt,I lied to one of my best friends.,xxpre xxpas xxfut,xxoth,xxneg
3799,joy,Family member survived an operation.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3800,anger,An unjust refree decision at a sports event when I was the team leader.,,xxoth,xxneg
3801,anger,One of my friends went and told another friend of mine that I was going abut with another guy in Lilongwe besides the one I had. She said I was seen with him hand in hand.,,xxoth,xxneg
3802,sadness,A person died (not really a friend).,xxpre xxpas,xxsel,xxneg
3803,joy,When my affairs with the girl I love settled positively.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3804,disgust,"""My notes were not returned to me, it kept on being procrastinated.""",xxpre xxpas xxfut,xxoth,xxneg
3805,disgust,When I found out some family friends were embezzelling the company they worked for - using company petrol and food supplies and claiming furniture and crockery.,xxpre xxpas xxfut,xxoth,xxneg
3806,guilt,When I betrayed my former girlfriend.,xxpre xxpas xxfut,xxoth,xxneg
3807,guilt,I remember when I was a little boy I broke a Swiss dinner set quite involuntarily.,xxpre xxpas xxfut,xxoth,xxneg
3808,disgust,"""A teacher gave me lower grades than I was entitled to, and was hoping for.""",xxpre xxpas xxfut,xxoth,xxneg
3809,joy,"""When I was a child, my beloved cat gave birth to four beautiful little kittens. Before she had them, she came up to me and I followed her out, then witnessed them being born.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
3810,fear,"""That day I was alone at home after coming home from school.  I did not know where everyone else had gone, I kept waiting for them to come back and nobody came.  It was getting very late and I was terrified.""",xxfut xxpas,xxsel,xxneg
3811,shame,Was caught stealing apples in a neighbor's garden.,,xxsel,xxneg
3812,shame,Several years ago I was caught riding the train without a ticket. The station-mistress treated me like a criminal almost.,,xxsel,xxneg
3813,disgust,When I saw all the starving people in Ethiopia on T.V.  It felt awful to see such suffering.,xxpre xxpas xxfut,xxoth,xxneg
3814,sadness,"""A friend of mine, who had repeated a year at school once before, did not pass the final examination and had to take it again half a year later.""",xxpre xxpas,xxsel,xxneg
3815,anger,"""When I was studying in the library - preparing for a test, two people sitting next to me talked to each other for 20 minutes.  There were no other seats so I could not go elsewhere and I did   not want to interrupt them, so I could only be angry in my heart.""",,xxoth,xxneg
3816,anger,"""It was at Malawi Army, Dormer Squadron, when some of my workmates got promoted to Seargents (sgts); we were having similar Ranks.""",,xxoth,xxneg
3817,shame,Failed to recagnize a friend on the street.,,xxsel,xxneg
3818,joy,When I took my entrance exams successfully and also when I got my school leaving certificate because the delivering ceremony was extremely official.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3819,guilt,I was not able to explain well to my good friend to make him less angry.,xxpre xxpas xxfut,xxoth,xxneg
3820,guilt,When I did not go to work because I had to study for a midterm.,xxpre xxpas xxfut,xxoth,xxneg
3821,joy,"""Unexpected visit by a close friend, whom I hadn't seen for half a year.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
3822,shame,"""A friend of mine has not very much money. Therefore, once I stayed with him and his girlfriend, I bought some meat, but nobody wanted to go and prepare it for dinner. My friend said """"I thought you wanted to invite us for dinner"""". """"Of course"""", I said, but I thought by myself that it must have been enough that I had bought it.""",,xxsel,xxneg
3823,shame,I wore a dirty dress a certain day I was going to town I met an old friend who made a comment about my dress so I felt ashamed.,,xxsel,xxneg
3824,sadness,"""I worked for seven months in a factory, and made friends with a fellow worker.  Later, I visited my former fellow workers and was told that, while in the army, my friend had shot himself.""",xxpre xxpas,xxsel,xxneg
3825,fear,Two guys were fighting murderously and I feared that one of them would be killed.,xxfut xxpas,xxsel,xxneg
3826,disgust,When once again I drank too much and felt very rotten the morning after.,xxpre xxpas xxfut,xxoth,xxneg
3827,fear,When someone tried to bewitch me and my friends at night.,xxfut xxpas,xxsel,xxneg
3828,disgust,"""When a member of the family complains about the food that is served, it disgusts me.""",xxpre xxpas xxfut,xxoth,xxneg
3829,guilt,"""When I have sometimes been unfair to my parents, when I have happened to deceive them over some trifling things.""",xxpre xxpas xxfut,xxoth,xxneg
3830,anger,Quarrelled with my younger brother.,,xxoth,xxneg
3831,shame,I took my math midterm and got it back the following Wednesday in class. It was a totally low grade.,,xxsel,xxneg
3832,shame,"""I am ashamed of the way my father behaves with my mother and sister, and with me too.""",,xxsel,xxneg
3833,shame,A few days back I had to ask a professor a ridiculous question because I had lost at a game of cards and had to pay a forfeit.,,xxsel,xxneg
3834,anger,"""A few months ago when I was teaching, I suddenly became very angry at the children and slapped some of them.""",,xxoth,xxneg
3835,anger,I had an appointment with someone at a certain time. The other person didn't appear.,,xxoth,xxneg
3836,anger,When I saw that my bed at the hostel was a mess I guessed that someone else had used my daily necessities.  I felt that my  personal sanity had been affected.,,xxoth,xxneg
3837,guilt,"""I promised my mother to come home on her birthday, but at last I was prevented. Nevertheless it would have been possible to go but I did not.""",xxpre xxpas xxfut,xxoth,xxneg
3838,sadness,"""When my boyfriend openly let me down, preferring another girl.""",xxpre xxpas,xxsel,xxneg
3839,sadness,"""A close relative was at odds with a very powerful firm.  All his things had been taken, His dad had died a little before this event.  He gathhered his children and vowed to give them a good life with a new start - the words were hollow, he bit back his tears .....I asked to be excused and then went and cried in the loo.""",xxpre xxpas,xxsel,xxneg
3840,fear,"""When I realized that we are living on borrowed time, and that the nuclear holocaust appears to come closer every day.""",xxfut xxpas,xxsel,xxneg
3841,fear,Was threatened with a knife ... in the military by soldiers form another unit. The reason was girls.,xxfut xxpas,xxsel,xxneg
3842,sadness,I separated with the one I liked most.  She refused all my dates and told me that she had dated another one.  My heart seemed to cease beating.  I was silent for some time and then I whispered goodbye and left without turning back.,xxpre xxpas,xxsel,xxneg
3843,joy,After I had been away for a long time a friend told me that I had passed all my written examinations.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3844,sadness,Death of my father.,xxpre xxpas,xxsel,xxneg
3845,shame,"""I feared that I would have to describe my sexual life to an older, strange woman.""",,xxsel,xxneg
3846,disgust,"""The same event described under FEAR - in the bus a man sat beside me, with his trousers open and holding his penis.""",xxpre xxpas xxfut,xxoth,xxneg
3847,anger,When a close friend did not write.,,xxoth,xxneg
3848,sadness,"""I had been living in an overseas city and made the decision to leave the city and come home about 12 months before I met a whole new set of friends, leaving them at the airport was sad and traumatic as they had helped me in many ways and I knew I wouldn't see many of them again.""",xxpre xxpas,xxsel,xxneg
3849,joy,When I was selected to a University College of Nursing.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3850,joy,Watching China winning the Asian Olympic games.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3851,anger,Bad food in the students' dining hall.,,xxoth,xxneg
3852,shame,We where in a bar and my friend had a fight with some guys who were in the table aside.,,xxsel,xxneg
3853,fear,After some time of work I was transferred to another place and in an other quite harder job.,xxfut xxpas,xxsel,xxneg
3854,guilt,"""While travelling in a bus with an invalid ticket, I got caught.""",xxpre xxpas xxfut,xxoth,xxneg
3855,disgust,During my birthday party a friend drank too much alcohol. So much that he had to throw up. Worst of all was that he couldn't leave my friend alone and that he was molesting her.,xxpre xxpas xxfut,xxoth,xxneg
3856,disgust,T.V features showing the violation of defenceless people.,xxpre xxpas xxfut,xxoth,xxneg
3857,anger,"""While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life.""",,xxoth,xxneg
3858,shame,I was given the task to learn a page of music text for a small part. But I had forgotten all about it and I felt quite awkward when I had to show what I had prepared.,,xxsel,xxneg
3859,shame,We were discussing a subject ( I knew very little about it) and I was holding my ground.  They showed me that I was wrong.,,xxsel,xxneg
3860,disgust,I came across a woman in town who was very drunk.  She was swearing at everyone and carried on drinking even though she could hardly stand.,xxpre xxpas xxfut,xxoth,xxneg
3861,shame,I was drinking a glass of wine and eating something when there suddenly appeared pictures about the famine in some parts of Africa.,,xxsel,xxneg
3862,shame,My father insulted by other people.,,xxsel,xxneg
3863,disgust,"""Despite my being affectionate, sincere, and helpful to close  relatives of mine; they turned around and accused me of being inconsiderate in my relationship with them.""",xxpre xxpas xxfut,xxoth,xxneg
3864,guilt,"""A very close friend of mine invited me to spend the holidays with him.  He was very kind, good and understanding.  However it turned out that he had two of his cousins at his place.  He, however gave me everything I needed - even transport money.""",xxpre xxpas xxfut,xxoth,xxneg
3865,anger,Having my personal objects rearranged by someone else without my consent and having it arranged to their taste. Then trying to find a particular object they rearranged for an hour or more.,,xxoth,xxneg
3866,shame,After the car accident in GUILT.,,xxsel,xxneg
3867,anger,"""I wanted to clear up a misunderstanding with a friend that I had caused. A third person meddled in our conversation, turned my efforts to ridicule so that I did not succeed in what I had intended.""",,xxoth,xxneg
3868,sadness,I made a long-distance call to people rather close to me and I thought about the sad incident that had happened to them in the near past; I knew that they were thinking about it too when I made the call.,xxpre xxpas,xxsel,xxneg
3869,anger,When my boss enrolled in a course to satisfy his own ends - to trample on his associates.  I have the misfortune to have one of my superiors in my course.,,xxoth,xxneg
3870,disgust,Bus driver driving roughly - old man fell off seat into aisle - driver wouldn't stop - disgusted with her behaviour.,xxpre xxpas xxfut,xxoth,xxneg
3871,joy,When I won the best prize in the National science fair.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3872,guilt,"""My daughter was a baby and was crying to be taken on my lap. I felt very nervous and moved her away and went out. As soon as the feeling of nervousness passed I was taken by an enormous feeling of guilt, for having rejected my daughter.""",xxpre xxpas xxfut,xxoth,xxneg
3873,joy,When my father married a certain lady. The reception was held at Kasungu town Hall.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3874,fear,I had an important amount of money with me and felt fear of being assaulted.,xxfut xxpas,xxsel,xxneg
3875,fear,"""At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner.""",xxfut xxpas,xxsel,xxneg
3876,fear,"""One evening, while going to meet a friend of mine, I had to cross a meadow by a dark road.  There were bushes on the other side of the road.  The weather was damp and a bit foggy.  I heard steps behind me and kept speeding up my steps all the time.""",xxfut xxpas,xxsel,xxneg
3877,shame,A friend of mine was shouting at me in a group of juniors.,,xxsel,xxneg
3878,joy,Helping in the nursery school.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3879,shame,Sleeping with a girl on a Saturday night and then not contacting her in later days.,,xxsel,xxneg
3880,fear,"""I turned the knob of my granny's two band radio and did not hear any broadcast,  """" What ! Have I broken the knob ? How much does it cost ? What if the spare part is not available ? """"  --I did not know how to tune a radio.""",xxfut xxpas,xxsel,xxneg
3881,sadness,My sister marrying a bad man. He is cruel to her.,xxpre xxpas,xxsel,xxneg
3882,fear,I was raped once when I went through a dark alley at the back of our house. The man pushed me in the bushes. I fought back and succeeded to escape.,xxfut xxpas,xxsel,xxneg
3883,shame,I wanted my boyfriend to stay when he didn't. He stayed but when he left I felt ashamed because I should have let him leave when he wanted. I was too selfish.,,xxsel,xxneg
3884,sadness,A friend's brother died.,xxpre xxpas,xxsel,xxneg
3885,fear,I was on the Inter Rail in Naples alone. After an evening in a restaurant I was going back to the hotel when a prostitute approached me to sell herself. I refused but as I carried on walking I felt that I was being followed by someone.,xxfut xxpas,xxsel,xxneg
3886,anger,I was told to do something I did not want to do.,,xxoth,xxneg
3887,anger,A nuisance used to live in our flat a month ago. I experienced this feeling when I tried to chase her out.,,xxoth,xxneg
3888,anger,"""An incident occurred to me when I was going home with my girlfriend. On the way, a man named Banda grabbed my girlfriend in my presence. I was really angry with him and as a result I threw stones at him and he ran away.""",,xxoth,xxneg
3889,sadness,I got separated form my closest friend. He went to work abroad.,xxpre xxpas,xxsel,xxneg
3890,fear,Almost crashing into the back of a car while driving along the motorway on my motorcycle.,xxfut xxpas,xxsel,xxneg
3891,fear,Before an exam in logics.,xxfut xxpas,xxsel,xxneg
3892,fear,It was more that fear - anguish -that I felt before my last exam.,xxfut xxpas,xxsel,xxneg
3893,fear,A film on zombies.,xxfut xxpas,xxsel,xxneg
3894,guilt,I angered a close friend and he was injured.,xxpre xxpas xxfut,xxoth,xxneg
3895,fear,Assaulted by drunken neighbour.,xxfut xxpas,xxsel,xxneg
3896,sadness,When my studies are too demanding and I cannot cope with it.,xxpre xxpas,xxsel,xxneg
3897,anger,My boyfriend promised to take me to see a game of tennis and rang saying he was going to the pub with some of his friends instead.,,xxoth,xxneg
3898,anger,My car had been towed away by the traffic police because it had been wrongly parked.  However the sign had been put up only after I had already parked.,,xxoth,xxneg
3899,guilt,Getting a D in a class last semester and knowing it was because I didn't study.,xxpre xxpas xxfut,xxoth,xxneg
3900,sadness,"""I could not meet my love, after having waited for a month, due to illness.""",xxpre xxpas,xxsel,xxneg
3901,sadness,When a close friend drowned in the American River.,xxpre xxpas,xxsel,xxneg
3902,fear,I was driving very fast on a small road and I met an oncoming car in a right handed bend.  The other driver was on his own side of the road and I had to skid out of it to avoid a collision.  It was dark.,xxfut xxpas,xxsel,xxneg
3903,guilt,"""Car accident, hurt three of my closest family.""",xxpre xxpas xxfut,xxoth,xxneg
3904,joy,"""In Southern Tyrol, I was gathering apples, it was a fine day, I was not thinking about anything, I felt an overwhelming joy.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
3905,sadness,My mother was unwell and went for many cancer tests. She spent time in hospital being opened and closed many times.,xxpre xxpas,xxsel,xxneg
3906,fear,"""One day when I was a little boy, my friends asked me to play with them outside and to catch some boys.  However our parents did not know that we were out and when I got home it was very late and I feared being scolded by my parents.""",xxfut xxpas,xxsel,xxneg
3907,disgust,A too eager approach by a dirty drunken person in a bus.,xxpre xxpas xxfut,xxoth,xxneg
3908,anger,"""When my boss cut off my vacations saying that in that month it wouldn't be possible, and after some time he let another girl take vacations that month. The anger was because of the resentment. Resulting from our bad relationship.""",,xxoth,xxneg
3909,sadness,"""When the grandmother of my friend died in a hospital. My friend was crying and I was sad, too.""",xxpre xxpas,xxsel,xxneg
3910,anger,When I was robbed in a bus.,,xxoth,xxneg
3911,sadness,The death of my father.,xxpre xxpas,xxsel,xxneg
3912,guilt,When an event took place in another's life and which I thought I could have avoided.,xxpre xxpas xxfut,xxoth,xxneg
3913,anger,I was walking on a street alone in the afternoon when there were not too many people on the street.  A couple of guys were following me and I was ignoring them.  Suddenly one of them came in front of me and started using dirty language and harrassing me.  I got very angry and wanted to strike back at them.,,xxoth,xxneg
3914,disgust,I was stopped from entering a party while I was at School but I had an Invitation card with me. This was done because they said I was too young to join elderly people.,xxpre xxpas xxfut,xxoth,xxneg
3915,shame,I was really shameful when my mother beat me in the presence of my friends because I didn't cook lunch up until 2 o'clock.,,xxsel,xxneg
3916,anger,"""At the hardware store, trying to convert Imperial to Metric measurements, I made a mistake, and didn't buy enough tiles for the bathroom. I was angry at myself, because I hope to be a Maths teacher.""",,xxoth,xxneg
3917,disgust,Pictures of Nazi extermination camps on a T.V program.,xxpre xxpas xxfut,xxoth,xxneg
3918,disgust,At work when I did not get the full co-operation of my colleagues to complete an assignment.,xxpre xxpas xxfut,xxoth,xxneg
3919,joy,When I won an unexpected sum of money.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3920,joy,"""I had stayed for months without seeing mother because our holidays were short and my home is far. Some times, mother came to see me at school, I was very joyful, and I didn't want her to go.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
3921,fear,"""I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences.  My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket)""",xxfut xxpas,xxsel,xxneg
3922,sadness,"""I was to meet a girl in a discotheque.  She was very pretty and I was very happy.  But she did not turn up.  Thank God, there were some other friends there and I was able to have a more or less good time.""",xxpre xxpas,xxsel,xxneg
3923,shame,When I failed some tests my first year at CAL.,,xxsel,xxneg
3924,anger,"""A member of a religious sect tried to convert me, using really evil tricks to persuade me.  After he had left, I was anxious and angry for a long time. After the event, I was alone.""",,xxoth,xxneg
3925,joy,When my girl told me that she loved me more than any male creature on earth and that I would be the only one in her heart for all her life.  ,xxpre xxpas xxfut,xxsel xxoth,xxpos
3926,disgust,"""The teacher of one course gave me 10 questions with sub-questions going from a to e for each question.  She asked me to do all this in one and a half hours.  It involved a lot of describing and explaining and even though I knew all the answers, I could not finish the work.""",xxpre xxpas xxfut,xxoth,xxneg
3927,guilt,"""One of my friends came to know through some other friends that I   had applied for some course in an institute.  He asked me """"why did not you tell me, I would also have applied.""""  At that I felt guilty.""",xxpre xxpas xxfut,xxoth,xxneg
3928,shame,"""When I embarrassed a friend by asking him aloud if a certain person was """"the source of gossip"""" he told me about, while that person was also present.""",,xxsel,xxneg
3929,joy,"""Winning a race that I had been training for, for many weeks. (Running Race).""",xxpre xxpas xxfut,xxsel xxoth,xxpos
3930,disgust,Some boys not cueing in the dining hall.,xxpre xxpas xxfut,xxoth,xxneg
3931,shame,"""When I made the same mistake that I had accused someone else of, and this was obvious to a third pereson.""",,xxsel,xxneg
3932,anger,"""When a professor of this faculty laughed at, and was suspicious of a composition written by a class-mate and me.""",,xxoth,xxneg
3933,disgust,At school a classmate who was a very good pupil had to help another boy who performed less well. He told him on purpose the wrong things so that he had to repeat a year.,xxpre xxpas xxfut,xxoth,xxneg
3934,anger,"""A male, Honduran acquaintance of mine despised my opinions.""",,xxoth,xxneg
3935,shame,Not quick enough to help the lectors to catty things for the lecture.,,xxsel,xxneg
3936,disgust,I was disgusted with the hypocrisy of my colleagues from the group.,xxpre xxpas xxfut,xxoth,xxneg
3937,sadness,My parents told me that they do not like my friend.,xxpre xxpas,xxsel,xxneg
3938,fear,"""There was a scene of shooting in front of my house, I was very afraid. Two armed men confronting. I didn't discover the reason of the incident.""",xxfut xxpas,xxsel,xxneg
3939,joy,When I was selected to the university of Zambia.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3940,sadness,"""This occurred when my girlfriend and I have to finish our relationship due to some circumstances between her and her family. I was really sad, hurt and couldn't really find any reason why am I still living. Is this life is all about ? This was one of few question which crept up vividly every time I thought about what had happened.""",xxpre xxpas,xxsel,xxneg
3941,sadness,When a very close friend of mine went into hospital for a major operation and I couldn't see her for a while as I was not a relative she had no relatives in N.Z.,xxpre xxpas,xxsel,xxneg
3942,shame,"""When dropping a carton of boiling soup onto a co-worker's leg - causing great pain, and for me, severe embarassment at my own ineptitude, and shame that another person suffered as a result.""",,xxsel,xxneg
3943,disgust,I am disgusted with the behavior of a car driver whose car would run over me and my friends during our autumn brigade.,xxpre xxpas xxfut,xxoth,xxneg
3944,anger,I felt angry when my friend told me that I had stolen her money.,,xxoth,xxneg
3945,sadness,I realized that the girl I loved had to leave me.,xxpre xxpas,xxsel,xxneg
3946,fear,When I came home late one day. I was afraid I would be shouted at by my parents.,xxfut xxpas,xxsel,xxneg
3947,shame,My son was apprehended for shoplifting at the age of 14. Because I too had been apprehended at the same age I felt the shame of not having been able to prevent my son from acting in the same way.,,xxsel,xxneg
3948,joy,"""When, after a long time, I saw a girl with whom I was in love.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
3949,shame,I forgot that the course instructor had directed us to go for special classes after the usual class hours.  I missed this the first day and when he asked me about it the next day I said that I had forgotten.,,xxsel,xxneg
3950,anger,"""When a discussion resulted in an insult, which in my opinion, was not justified.""",,xxoth,xxneg
3951,sadness,My mother unjustly became very angry with me and sent me to my room while my father explained that the way she saw things was not correct. I had done things with the best intentions.,xxpre xxpas,xxsel,xxneg
3952,anger,"""When, for example, I was not approved to continue my studies at the Moscow University, no matter that I had the highest marks and in general the best records of all the candidates.""",,xxoth,xxneg
3953,guilt,"""When my friend failed an exam by just one mark.  During this exam she had asked me to show her my answer sheet and I had not done it.  When the results came out, I thought that had I shown her my answer sheet she would have passed the exam.  I felt guilty as I had failed her.""",xxpre xxpas xxfut,xxoth,xxneg
3954,sadness,When my girl went away for a holiday without saying good-bye to me.,xxpre xxpas,xxsel,xxneg
3955,guilt,When I cheated my father about the book allowance at university.  He discovered that we were given K150 per year for books.,xxpre xxpas xxfut,xxoth,xxneg
3956,fear,"""Once when I was walking alone at mid-night, I happened to put my foot on a frog, as it felt smooth I thought that it was a snake  and I felt afraid. """,xxfut xxpas,xxsel,xxneg
3957,guilt,At work a boy was injured because of my lack of supervision.,xxpre xxpas xxfut,xxoth,xxneg
3958,fear,"""Last night, I dreamt that things that looked like monsters were trying to kiss me.""",xxfut xxpas,xxsel,xxneg
3959,anger,"""When they threw my holder down on the floor, with all my notes for an exam inside it and they got all mixed up.""",,xxoth,xxneg
3960,disgust,When I see dead dogs on the road.,xxpre xxpas xxfut,xxoth,xxneg
3961,sadness,When my girlfriend's nephew passed away.,xxpre xxpas,xxsel,xxneg
3962,sadness,When my brother (5th in the family) passed away.,xxpre xxpas,xxsel,xxneg
3963,sadness,"""When I was 9 years old, I got a cat, but after 3 days he died. I was very sad, because I had nursed him and taken him to the veterinary's - but in vain. Although I had had him only for a short time I had liked him very much.""",xxpre xxpas,xxsel,xxneg
3964,shame,In a school parting we agreed to go to a restaurant. We met at school and we separated us in several cars. My car broke and we arrived late. All those who already had arrived stand up and applauded us when we entered two hours late. All the restaurant attention was turned on us.,,xxsel,xxneg
3965,anger,"""When I tried to put up a tent some years ago, I was teased and hindered by my cousin.""",,xxoth,xxneg
3966,sadness,My old teacher in primary school died.,xxpre xxpas,xxsel,xxneg
3967,joy,I felt happy when I saw my brother at the bus depot after 3 months without seing each other.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3968,sadness,"""When I saw the film """"Johnny got his gun"""" which deals with the consequences of the Vietnam war.""",xxpre xxpas,xxsel,xxneg
3969,joy,An invitation to spend 5 days at the seaside with all expenses paid.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3970,joy,"""At a party, on New Year's Eve, I met on old friend whom I had not seen for some time""",xxpre xxpas xxfut,xxsel xxoth,xxpos
3971,joy,When I was admitted to the Sofia University.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3972,fear,A workmate and I had been antagonistic with each other for some weeks - he had reacted violently to my criticisms of his work standards.,xxfut xxpas,xxsel,xxneg
3973,sadness,When boyfriend could not stand up to his mother or for himself.,xxpre xxpas,xxsel,xxneg
3974,fear,When a big angry dog put its snout on my arm and had I made one movement it would have bitten me.,xxfut xxpas,xxsel,xxneg
3975,shame,I cried for 3 hours because I felt very miserable. Then I called my boyfriend and he said lovely things to me. After this feeling disappeared I felt ashamed.,,xxsel,xxneg
3976,shame,"""My girlfriend had started going around with another boy.  Her cousin, also a friend of mine, asked her as to who she preferred.  Both of us were present and she chose the other guy.""",,xxsel,xxneg
3977,disgust,A few days back I was waiting for the bus at the bus stop.  Before getting into the bus I had prepared the exact amount of coins to pay for the bus fair and when I got into the bus I put these coins into the box meant to collect the bus fair.  I thought that I had paid and wanted to get inside.  However the bus driver called me and asked me in an impolite way if the coins were stuck at the opening  of the box.  He had not seen me paying and there wasn't a stack of coins in the box.  I could not understand this and the driver kept questioning me.  He made me feel angry and at last i inserted a dollar coin in the box just to get away from him.  Later I found that I had forgotten a few coins in my pocket and had not paid enough for the fair the first time.  After I had entered the bus I could still hear him scolding me and I felt disgusted.,xxpre xxpas xxfut,xxoth,xxneg
3978,shame,When my dad caught me with a honey (girlfriend) in my bedroom.,,xxsel,xxneg
3979,joy,Success in university entrance examination.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3980,guilt,"""For the above: guilt at not living up to my own moral expectation, guilt for not being the type of person my patents wanted, guilt for just about bloody everything, just realising that I have failed drastically in my own eyes.""",xxpre xxpas xxfut,xxoth,xxneg
3981,joy,When I was told that I could take a week off and go for a trip with my friends.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3982,joy,Finding my glasses again after having lost them in town.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3983,disgust,Cueing for bath for a long time.,xxpre xxpas xxfut,xxoth,xxneg
3984,disgust,Watching an alcoholic woman who was approaching everyone at the wharf for cigarettes - a prostitute in Auckland (elderly).,xxpre xxpas xxfut,xxoth,xxneg
3985,sadness,I quarrelled with my younger sister because I had said something against her boyfriend.  Consequently she looked through me when she saw me as she thought that I was trying to separate them.  She had misunderstood me.,xxpre xxpas,xxsel,xxneg
3986,sadness,One night I was called and told that the father of a close friend died. When I visited my friend at home and when attending the funeral I felt very sad.,xxpre xxpas,xxsel,xxneg
3987,disgust,"""I was driving along and saw this young guy urinating into the gutter, in broad daylight.""",xxpre xxpas xxfut,xxoth,xxneg
3988,shame,I was amongst a group of people talking about how the Maori people were stirrers and causing trouble in our country. I felt shame to be a pakeha when other pakehas had such narrow conservative views.,,xxsel,xxneg
3989,disgust,"""Ever since I have been a child, the sight of any kind of wound.""",xxpre xxpas xxfut,xxoth,xxneg
3990,shame,Comments from other children on my alcoholic father,,xxsel,xxneg
3991,fear,"""Before I went to the urologist's I was afraid for several reasons: because it was for the first time, because the medical check-up might be painful, because of the uncertainty and because someone had informed me about it.""",xxfut xxpas,xxsel,xxneg
3992,anger,"""During an argument between friends, one of them accused me of taking advantage of some other friends who usually come to the university in my car, saying that I ask them too much money for the petrol.""",,xxoth,xxneg
3993,sadness,A friend of mine who was driving a car ahead of me died in a car accident.,xxpre xxpas,xxsel,xxneg
3994,joy,Talking to my close friend.,xxpre xxpas xxfut,xxsel xxoth,xxpos
3995,anger,I got angry with a stranger in a train who behaved impertinently and immorally,,xxoth,xxneg
3996,guilt,During a discussion I reacted very aggressively and so I made it impossible to continue discussing.,xxpre xxpas xxfut,xxoth,xxneg
3997,disgust,I was reading in the paper the feature on Henry Lucas who claims to have killed 380 people. He was a recreational killer and a necrophiliac and zoophiliac. He has raped and beaten many women and killed men too.,xxpre xxpas xxfut,xxoth,xxneg
3998,disgust,When I failed the  grade 7 exams.,xxpre xxpas xxfut,xxoth,xxneg
3999,shame,"""A few years back I had proposed love to a girl who later turned out to be related to me.  Though we were in love with each other, we both felt ashamed and withdrew from each other.""",,xxsel,xxneg
4000,anger,"""When I received the mark well above requirements for the course I wanted to enter, yet I was not accepted - anger at the injustice of it, because I didn't receive early release of H.S.C. marks.""",,xxoth,xxneg
4001,shame,I saw a skid-row (chronical) alcoholic and I was ashamed of the people with a high standard of living.,,xxsel,xxneg
4002,sadness,When I crashed my car and it had to be scrapped then.  It was my fault and I feel depressed as I miss the car.,xxpre xxpas,xxsel,xxneg
4003,joy,"""When I went to the pub with a large group of friends, we drank and danced.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
4004,disgust,"""Sort of awkward. I'd introduced (a lover) but introduced as a friend to some members of my family, and my niece Yavanna who's six was home from school and at Mum's and Dad's and was really silly and at first it was ok, but it went on and on - yukky pooh! You eat your snot, etc. and I felt cross she wouldn't stop. But she had an audience and was in one of those moods. Once I'd accepted it was something everyone does at time I felt better - it was partly having my friend there.""",xxpre xxpas xxfut,xxoth,xxneg
